Time,Open,High,Low,Last,Change,Volume
06/22/2020,1.11856,1.12694,1.11684,1.12601,0.00829,178092
06/19/2020,1.12042,1.1254,1.11685,1.11772,-0.0027,218609
06/18/2020,1.12432,1.12614,1.11858,1.12042,-0.00384,236973
06/17/2020,1.1263,1.12936,1.12076,1.12426,-0.00204,254178
06/16/2020,1.13224,1.13528,1.12282,1.1263,-0.00595,266102
06/15/2020,1.1239,1.13321,1.12263,1.13225,0.00683,291947
06/12/2020,1.12966,1.134,1.12125,1.12542,-0.00431,294333
06/11/2020,1.13743,1.14031,1.12885,1.12973,-0.0077,309856
06/10/2020,1.13382,1.14213,1.13233,1.13743,0.00362,250814
06/09/2020,1.12938,1.13634,1.12411,1.13381,0.00441,222584
06/08/2020,1.12961,1.1319,1.12683,1.1294,0.00038,197685
06/05/2020,1.13362,1.13836,1.12782,1.12902,-0.00461,249256
06/04/2020,1.12329,1.13616,1.11949,1.13363,0.01033,256792
06/03/2020,1.11679,1.12569,1.11665,1.1233,0.0065,245147
06/02/2020,1.1135,1.11956,1.11149,1.1168,0.0033,220142
06/01/2020,1.11161,1.11534,1.11005,1.1135,0.00304,192436
05/29/2020,1.10763,1.11447,1.10698,1.11046,0.00283,237219
05/28/2020,1.10077,1.10932,1.09917,1.10763,0.00685,204797
05/27/2020,1.0981,1.10301,1.09342,1.10078,0.00267,252448
05/26/2020,1.0896,1.09958,1.08914,1.09811,0.0085,170366
05/25/2020,1.0892,1.09143,1.08706,1.08961,6.0E-5,101524
05/22/2020,1.09486,1.09536,1.08853,1.08955,-0.00533,162861
05/21/2020,1.09779,1.10079,1.09372,1.09488,-0.00292,172738
05/20/2020,1.09219,1.09988,1.09186,1.0978,0.00559,176437
05/19/2020,1.09124,1.09756,1.09022,1.09221,0.00098,188289
05/18/2020,1.08111,1.09266,1.07999,1.09123,0.00958,171271
05/15/2020,1.0804,1.08495,1.07888,1.08165,0.00125,178946
05/14/2020,1.08173,1.08237,1.07749,1.0804,-0.00133,185213
05/13/2020,1.08472,1.08958,1.08115,1.08173,-0.00298,202114
05/12/2020,1.08057,1.08846,1.07844,1.08471,0.00412,191887
05/11/2020,1.08324,1.08501,1.08002,1.08059,-0.00291,171693
05/08/2020,1.0832,1.08749,1.0815,1.0835,0.00029,160856
05/07/2020,1.07936,1.08336,1.07663,1.08321,0.00382,203497
05/06/2020,1.08359,1.08454,1.07819,1.07939,-0.00417,191825
05/05/2020,1.09038,1.09254,1.08258,1.08356,-0.00683,198333
05/04/2020,1.09726,1.09728,1.08956,1.09039,-0.00681,180847
05/01/2020,1.0951,1.10168,1.09343,1.0972,0.0021,175067
04/30/2020,1.08678,1.09715,1.08329,1.0951,0.00837,240769
04/29/2020,1.08188,1.08853,1.08176,1.08673,0.00484,187767
04/28/2020,1.08277,1.08881,1.08098,1.08189,-0.00089,191176
04/27/2020,1.08228,1.08597,1.08108,1.08278,0.00081,175403
04/24/2020,1.07754,1.08275,1.07269,1.08197,0.00442,194940
04/23/2020,1.08229,1.08459,1.0756,1.07755,-0.00474,233077
04/22/2020,1.0857,1.08847,1.08031,1.08229,-0.0034,183375
04/21/2020,1.08615,1.08799,1.08168,1.08569,-0.00049,228013
04/20/2020,1.08699,1.08963,1.08418,1.08618,-0.00093,181915
04/17/2020,1.0838,1.08919,1.08119,1.08711,0.00327,241256
04/16/2020,1.0909,1.09107,1.08166,1.08384,-0.0071,250145
04/15/2020,1.09799,1.09894,1.08566,1.09094,-0.00707,214673
04/14/2020,1.0907,1.09866,1.09032,1.09801,0.00732,216284
04/13/2020,1.09424,1.09671,1.08924,1.09069,-0.00282,171764
04/10/2020,1.09289,1.09513,1.0919,1.09351,0.00061,133392
04/09/2020,1.08549,1.09512,1.08408,1.0929,0.0074,248940
04/08/2020,1.08906,1.09017,1.08299,1.0855,-0.00357,238855
04/07/2020,1.07917,1.09238,1.07835,1.08907,0.00989,263293
04/06/2020,1.0819,1.08351,1.07682,1.07918,-0.00052,259139
04/03/2020,1.08556,1.0861,1.07727,1.0797,-0.00586,268995
04/02/2020,1.09611,1.09672,1.08205,1.08556,-0.01053,310435
04/01/2020,1.10316,1.10381,1.09028,1.09609,-0.00706,309725
03/31/2020,1.10446,1.10516,1.09264,1.10315,-0.0013,383595
03/30/2020,1.1126,1.11432,1.10097,1.10445,-0.00904,321671
03/27/2020,1.10306,1.11461,1.09535,1.11349,0.01041,427870
03/26/2020,1.08805,1.10581,1.08688,1.10308,0.01502,427078
03/25/2020,1.07862,1.08932,1.076,1.08806,0.00946,465894
03/24/2020,1.07238,1.08873,1.07217,1.0786,0.00616,499308
03/23/2020,1.06948,1.0827,1.06362,1.07244,0.00321,537754
03/20/2020,1.06895,1.08301,1.06373,1.06923,0.00029,638643
03/19/2020,1.09125,1.09796,1.06548,1.06894,-0.02233,614254
03/18/2020,1.0996,1.10449,1.08023,1.09127,-0.00834,585714
03/17/2020,1.1178,1.11886,1.09547,1.09961,-0.01824,509007
03/16/2020,1.10666,1.12361,1.10643,1.11785,0.00784,507418
03/13/2020,1.1183,1.1221,1.10549,1.11001,-0.00829,505616
03/12/2020,1.12679,1.13329,1.1055,1.1183,-0.00848,469405
03/11/2020,1.12793,1.13663,1.12575,1.12678,-0.00119,368137
03/10/2020,1.14363,1.14572,1.12752,1.12797,-0.0156,367766
03/09/2020,1.13404,1.14925,1.13354,1.14357,0.01521,419715
03/06/2020,1.1235,1.13541,1.12118,1.12836,0.00487,209570
03/05/2020,1.11341,1.12444,1.11196,1.12349,0.01009,164772
03/04/2020,1.117,1.11852,1.10956,1.1134,-0.00361,174046
03/03/2020,1.11323,1.12117,1.10959,1.11701,0.00379,174312
03/02/2020,1.10466,1.11838,1.10362,1.11322,0.01074,183420
02/28/2020,1.09989,1.10523,1.09511,1.10248,0.00259,165477
02/27/2020,1.08791,1.10056,1.08693,1.09989,0.01197,157632
02/26/2020,1.08799,1.09069,1.08549,1.08792,-8.0E-5,135359
02/25/2020,1.08525,1.08895,1.083,1.088,0.00276,138234
02/24/2020,1.08278,1.08713,1.08052,1.08524,0.00068,134100
02/21/2020,1.07831,1.0863,1.07779,1.08456,0.00626,128527
02/20/2020,1.08045,1.08206,1.07778,1.0783,-0.00214,138838
02/19/2020,1.07905,1.08113,1.0782,1.08044,0.00139,125631
02/18/2020,1.08336,1.0837,1.07857,1.07905,-0.0043,129515
02/17/2020,1.08428,1.08507,1.08291,1.08335,0.00041,86310
02/14/2020,1.08392,1.08608,1.08272,1.08294,-0.00096,111450
02/13/2020,1.08723,1.08885,1.08342,1.0839,-0.00332,124675
02/12/2020,1.09149,1.09252,1.08651,1.08722,-0.00426,120275
02/11/2020,1.09106,1.09244,1.08915,1.09148,0.00043,117389
02/10/2020,1.09467,1.09571,1.09077,1.09105,-0.00329,109593
02/07/2020,1.09803,1.09848,1.09417,1.09434,-0.00369,128082
02/06/2020,1.09981,1.10134,1.09642,1.09803,-0.00178,109504
02/05/2020,1.10435,1.10473,1.09932,1.09981,-0.00455,116497
02/04/2020,1.10601,1.10638,1.10327,1.10436,-0.00167,122864
02/03/2020,1.1083,1.10936,1.10347,1.10603,-0.00333,117066
01/31/2020,1.10301,1.10948,1.10167,1.10936,0.00634,110819
01/30/2020,1.10095,1.10386,1.10068,1.10302,0.00208,113108
01/29/2020,1.10213,1.10274,1.0992,1.10094,-0.00118,104452
01/28/2020,1.10181,1.10249,1.09978,1.10212,0.00031,110668
01/27/2020,1.10304,1.10372,1.10095,1.10181,-0.00047,109910
01/24/2020,1.1053,1.10607,1.10201,1.10228,-0.00302,114468
01/23/2020,1.10917,1.11052,1.1036,1.1053,-0.00388,135976
01/22/2020,1.10811,1.10977,1.107,1.10918,0.00106,123590
01/21/2020,1.10935,1.11176,1.10804,1.10812,-0.00124,120355
01/20/2020,1.10942,1.1102,1.10766,1.10936,0.0004,86702
01/17/2020,1.11353,1.11423,1.1086,1.10896,-0.00457,119353
01/16/2020,1.1149,1.11715,1.11282,1.11353,-0.00138,124282
01/15/2020,1.11261,1.11629,1.11186,1.11491,0.00229,114515
01/14/2020,1.11332,1.11443,1.11043,1.11262,-0.00069,124766
01/13/2020,1.11195,1.11458,1.11123,1.11331,0.00149,103069
01/10/2020,1.1105,1.11288,1.10849,1.11182,0.00132,119319
01/09/2020,1.11046,1.11202,1.10928,1.1105,4.0E-5,122841
01/08/2020,1.11515,1.11677,1.11011,1.11046,-0.00469,185072
01/07/2020,1.11964,1.11972,1.11333,1.11515,-0.0045,140859
01/06/2020,1.1165,1.12051,1.11569,1.11965,0.00389,120346
01/03/2020,1.11716,1.11795,1.11248,1.11576,-0.0014,149686
01/02/2020,1.12553,1.12553,1.11635,1.11716,-0.00377,132987
12/31/2019,1.11973,1.12388,1.11972,1.12093,0.00119,130294
12/30/2019,1.11775,1.12204,1.11713,1.11974,0.00248,137850
12/27/2019,1.10953,1.11878,1.10939,1.11726,0.00774,157620
12/26/2019,1.1207,1.12434,1.10819,1.10952,0.00075,59499
12/24/2019,1.10882,1.10937,1.10693,1.10877,-7.0E-5,102337
12/23/2019,1.10822,1.10954,1.10697,1.10884,0.00136,109071
12/20/2019,1.11197,1.11246,1.10661,1.10748,-0.00448,119919
12/19/2019,1.11123,1.11438,1.11073,1.11196,0.00074,139068
12/18/2019,1.11498,1.11538,1.11104,1.11122,-0.00378,121727
12/17/2019,1.11433,1.1174,1.1129,1.115,0.00067,141052
12/16/2019,1.11295,1.11577,1.11225,1.11433,0.00255,114831
12/13/2019,1.11287,1.11989,1.11114,1.11178,-0.00108,205753
12/12/2019,1.11288,1.11537,1.11036,1.11286,-2.0E-5,138875
12/11/2019,1.10913,1.11445,1.10701,1.11288,0.00374,134759
12/10/2019,1.10631,1.10972,1.10623,1.10914,0.00284,107881
12/09/2019,1.10578,1.10776,1.10531,1.1063,0.00046,90655
12/06/2019,1.11033,1.11093,1.10397,1.10584,-0.00449,103423
12/05/2019,1.10763,1.11076,1.10763,1.11033,0.00271,110026
12/04/2019,1.10809,1.11136,1.10667,1.10762,-0.00047,132945
12/03/2019,1.10784,1.10928,1.10657,1.10809,0.00024,114933
12/02/2019,1.10239,1.1089,1.10028,1.10785,0.00634,109698
11/29/2019,1.10068,1.10269,1.09809,1.10151,0.00084,116433
11/28/2019,1.09981,1.10175,1.0998,1.10067,0.00087,96669
11/27/2019,1.10203,1.10234,1.09921,1.0998,-0.00222,116941
11/26/2019,1.1012,1.10252,1.1007,1.10202,0.00083,114544
11/25/2019,1.10162,1.10316,1.10042,1.10119,-0.00059,108641
11/22/2019,1.1058,1.10863,1.10143,1.10178,-0.00401,128032
11/21/2019,1.10718,1.10967,1.10532,1.10579,-0.0014,119264
11/20/2019,1.10773,1.10808,1.10528,1.10719,-0.00056,125340
11/19/2019,1.10713,1.10837,1.10624,1.10775,0.00062,104621
11/18/2019,1.10506,1.10895,1.10478,1.10713,0.00206,110252
11/15/2019,1.10204,1.10565,1.10142,1.10507,0.00305,112263
11/14/2019,1.10061,1.10268,1.0989,1.10202,0.00141,125303
11/13/2019,1.10084,1.102,1.09952,1.10061,-0.00022,134874
11/12/2019,1.10325,1.10383,1.10029,1.10083,-0.00242,128380
11/11/2019,1.10241,1.10426,1.10161,1.10325,0.00145,93836
11/08/2019,1.10493,1.10551,1.10165,1.1018,-0.00313,128213
11/07/2019,1.10654,1.10911,1.1036,1.10493,-0.00161,175120
11/06/2019,1.10735,1.10925,1.10647,1.10654,-0.0008,126057
11/05/2019,1.11269,1.11396,1.10632,1.10734,-0.00536,162207
11/04/2019,1.11689,1.11751,1.11245,1.1127,-0.00375,120628
11/01/2019,1.11511,1.11715,1.11282,1.11645,0.00134,117982
10/31/2019,1.11498,1.1175,1.11325,1.11511,0.00013,138328
10/30/2019,1.11109,1.11511,1.10801,1.11498,0.0039,131024
10/29/2019,1.10991,1.11179,1.10733,1.11108,0.00117,100653
10/28/2019,1.10817,1.11063,1.10756,1.10991,0.00199,86337
10/25/2019,1.11035,1.11227,1.10726,1.10792,-0.00243,95669
10/24/2019,1.11298,1.11623,1.10927,1.11035,-0.00262,126019
10/23/2019,1.11243,1.11394,1.11059,1.11297,0.00055,103397
10/22/2019,1.11491,1.11566,1.11186,1.11242,-0.00249,109918
10/21/2019,1.11554,1.11787,1.11394,1.11491,-0.00199,106079
10/18/2019,1.11232,1.11705,1.11146,1.1169,0.00457,124133
10/17/2019,1.10708,1.11391,1.10649,1.11233,0.00525,157616
10/16/2019,1.10317,1.10847,1.10224,1.10708,0.0039,160333
10/15/2019,1.10254,1.10456,1.09912,1.10318,0.00063,163311
10/14/2019,1.10348,1.10422,1.10131,1.10255,-0.0008,111306
10/11/2019,1.10044,1.10621,1.1001,1.10335,0.0029,175877
10/10/2019,1.09701,1.10335,1.09697,1.10045,0.00342,171837
10/09/2019,1.09559,1.09897,1.09482,1.09703,0.00143,120428
10/08/2019,1.09703,1.09954,1.09408,1.0956,-0.00142,136838
10/07/2019,1.09757,1.0999,1.09619,1.09702,-0.00057,112666
10/04/2019,1.09628,1.09957,1.09571,1.09759,0.00131,132639
10/03/2019,1.09586,1.09985,1.09408,1.09628,0.00042,121295
10/02/2019,1.09311,1.09631,1.09041,1.09586,0.00276,118102
10/01/2019,1.08976,1.09423,1.08789,1.0931,0.00336,127161
09/30/2019,1.09413,1.09473,1.08857,1.08974,-0.00419,110262
09/27/2019,1.09196,1.09578,1.09046,1.09393,0.00198,117194
09/26/2019,1.09415,1.09658,1.09091,1.09195,-0.00219,125858
09/25/2019,1.10194,1.10215,1.09373,1.09414,-0.00781,125384
09/24/2019,1.09925,1.10237,1.09838,1.10195,0.00271,116348
09/23/2019,1.10138,1.10251,1.09661,1.09924,-0.00251,128604
09/20/2019,1.104,1.10672,1.09963,1.10175,-0.00225,131188
09/19/2019,1.10289,1.1073,1.10228,1.104,0.00112,148483
09/18/2019,1.10719,1.10752,1.10155,1.10288,-0.00431,119252
09/17/2019,1.10002,1.10739,1.09901,1.10719,0.00716,135592
09/16/2019,1.10772,1.10858,1.09932,1.10003,-0.00719,124639
09/13/2019,1.10624,1.11091,1.1055,1.10722,0.00097,142061
09/12/2019,1.10099,1.10864,1.09269,1.10625,0.00526,168284
09/11/2019,1.10428,1.10553,1.09851,1.10099,-0.00329,115680
09/10/2019,1.10463,1.10592,1.10305,1.10428,-0.00034,112409
09/09/2019,1.10259,1.10677,1.10152,1.10462,0.00201,110382
09/06/2019,1.10341,1.10567,1.10201,1.10261,-0.0008,141525
09/05/2019,1.10344,1.10828,1.10168,1.10341,-2.0E-5,133052
09/04/2019,1.09724,1.10379,1.09679,1.10343,0.00621,128671
09/03/2019,1.09668,1.09781,1.09261,1.09722,0.00056,131777
09/02/2019,1.09961,1.09961,1.09577,1.09666,-0.00223,83158
08/30/2019,1.10558,1.10598,1.0963,1.09889,-0.00669,132438
08/29/2019,1.10767,1.10876,1.10417,1.10558,-0.00209,135157
08/28/2019,1.10892,1.10975,1.10731,1.10767,-0.00125,121223
08/27/2019,1.10995,1.11153,1.10859,1.10892,-0.00104,126480
08/26/2019,1.11598,1.11629,1.10939,1.10996,-0.00372,172478
08/23/2019,1.1079,1.11528,1.10516,1.11368,0.00578,124829
08/22/2019,1.1084,1.11125,1.10635,1.1079,-0.00049,123749
08/21/2019,1.10994,1.11066,1.1081,1.10839,-0.00156,101150
08/20/2019,1.10777,1.11062,1.10655,1.10995,0.00219,104181
08/19/2019,1.10894,1.11124,1.10763,1.10776,-0.00119,92437
08/16/2019,1.11067,1.11117,1.10663,1.10895,-0.00171,134530
08/15/2019,1.11376,1.11578,1.10917,1.11066,-0.00311,149679
08/14/2019,1.11706,1.11905,1.11305,1.11377,-0.00329,141314
08/13/2019,1.12131,1.12281,1.11701,1.11706,-0.00424,146176
08/12/2019,1.11953,1.12302,1.11618,1.1213,0.00152,136441
08/09/2019,1.11787,1.1222,1.11782,1.11978,0.0019,130907
08/08/2019,1.11983,1.12298,1.11767,1.11788,-0.00194,169567
08/07/2019,1.12004,1.12415,1.11793,1.11982,-0.00023,177145
08/06/2019,1.12022,1.12492,1.11676,1.12005,-0.00017,188228
08/05/2019,1.11058,1.1212,1.1102,1.12022,0.00962,183445
08/02/2019,1.1084,1.1116,1.10695,1.1106,0.0022,214237
08/01/2019,1.10758,1.10946,1.10266,1.1084,0.00082,179778
07/31/2019,1.11547,1.11618,1.106,1.10758,-0.00789,145122
07/30/2019,1.11443,1.11602,1.11319,1.11547,0.00104,125501
07/29/2019,1.11247,1.11504,1.11129,1.11443,0.00199,92085
07/26/2019,1.11464,1.11505,1.11117,1.11244,-0.00221,113018
07/25/2019,1.1139,1.11871,1.11012,1.11465,0.00076,160543
07/24/2019,1.1151,1.11555,1.11269,1.11389,-0.00121,116210
07/23/2019,1.12085,1.12091,1.11451,1.1151,-0.00574,109814
07/22/2019,1.12134,1.12247,1.12059,1.12084,-0.0011,102125
07/19/2019,1.12761,1.12812,1.12043,1.12194,-0.00567,140078
07/18/2019,1.12236,1.12797,1.12051,1.12761,0.00526,150980
07/17/2019,1.12112,1.12334,1.11997,1.12235,0.00139,102236
07/16/2019,1.1261,1.1264,1.12017,1.12096,-0.00476,122113
07/15/2019,1.12691,1.1284,1.12533,1.12572,-0.00121,97176
07/12/2019,1.1253,1.1275,1.12378,1.12693,0.00168,125871
07/11/2019,1.12502,1.12857,1.12451,1.12525,0.00025,139307
07/10/2019,1.12086,1.12641,1.12014,1.125,0.00427,133266
07/09/2019,1.1216,1.1219,1.11934,1.12073,-0.00062,98604
07/08/2019,1.12242,1.12344,1.12066,1.12135,-0.00107,92415
07/05/2019,1.12827,1.1288,1.12069,1.12242,-0.00598,130233
07/04/2019,1.12804,1.12951,1.12731,1.1284,0.00069,74768
07/03/2019,1.12841,1.13123,1.12684,1.12771,-0.00089,134170
07/02/2019,1.1287,1.13215,1.12748,1.1286,0.0001,135581
07/01/2019,1.13627,1.1371,1.12811,1.1285,-0.00836,174525
06/28/2019,1.13685,1.13929,1.13507,1.13686,-1.0E-5,162377
06/27/2019,1.1367,1.1381,1.13477,1.13687,-0.00013,171240
06/26/2019,1.137,1.13914,1.13473,1.137,0.0004,197778
06/25/2019,1.1398,1.1413,1.1344,1.1366,-0.00315,287087
06/24/2019,1.13715,1.14039,1.13655,1.13975,0.00294,215438
06/21/2019,1.12914,1.13778,1.12827,1.13681,0.00769,289856
06/20/2019,1.1224,1.13181,1.1224,1.12912,0.0066,304747
06/19/2019,1.1194,1.12521,1.1187,1.12252,0.0032,210181
06/18/2019,1.1216,1.1243,1.11811,1.11932,-0.00237,260808
06/17/2019,1.12065,1.1247,1.12036,1.12169,0.00098,166923
06/14/2019,1.1278,1.1289,1.12023,1.12071,-0.00681,238012
06/13/2019,1.12897,1.13036,1.12687,1.12752,-0.00109,207001
06/12/2019,1.1327,1.13433,1.12825,1.12861,-0.00392,230326
06/11/2019,1.13118,1.13375,1.13015,1.13253,0.00149,220025
06/10/2019,1.13166,1.1333,1.12903,1.13104,-0.00226,177241
06/07/2019,1.12753,1.13477,1.12513,1.1333,0.00579,241172
06/06/2019,1.12216,1.13087,1.12026,1.12751,0.0055,272901
06/05/2019,1.12504,1.13066,1.12196,1.12201,-0.00305,267320
06/04/2019,1.12402,1.12775,1.12265,1.12506,0.00107,245160
06/03/2019,1.11612,1.1263,1.11564,1.12399,0.00715,204231
05/31/2019,1.113,1.1181,1.11249,1.11684,0.00392,241489
05/30/2019,1.11314,1.11433,1.1116,1.11292,-0.00014,172861
05/29/2019,1.1161,1.1173,1.11257,1.11306,-0.0029,188877
05/28/2019,1.1198,1.1202,1.1159,1.11596,-0.00312,189036
05/27/2019,1.12076,1.1216,1.1183,1.11908,-0.00119,108818
05/24/2019,1.11812,1.1212,1.11741,1.12027,0.00221,183945
05/23/2019,1.1154,1.11874,1.11074,1.11806,0.00309,216867
05/22/2019,1.1166,1.1181,1.11486,1.11497,-0.00094,170396
05/21/2019,1.117,1.11878,1.11417,1.11591,-0.00058,191474
05/20/2019,1.1156,1.1175,1.11504,1.11649,0.00087,156620
05/17/2019,1.1175,1.11842,1.11545,1.11562,-0.00165,201672
05/16/2019,1.1205,1.1225,1.11662,1.11727,-0.00393,196238
05/15/2019,1.1209,1.1224,1.11781,1.1212,-0.0004,209847
05/14/2019,1.1223,1.1244,1.12011,1.1216,-0.0017,202651
05/13/2019,1.12325,1.1264,1.12211,1.1233,0,196387
05/10/2019,1.1212,1.12526,1.12119,1.1233,0.00204,236333
05/09/2019,1.1192,1.12506,1.11733,1.12126,0.00219,79964
05/08/2019,1.119,1.12134,1.11834,1.11907,3.0E-5,79020
05/07/2019,1.1198,1.12176,1.11667,1.11904,-0.00068,71271
05/06/2019,1.11604,1.12088,1.11604,1.11972,-0.00023,67184
05/03/2019,1.1171,1.12043,1.11379,1.11995,0.00279,80540
05/02/2019,1.1196,1.12188,1.11703,1.11716,-0.00231,69313
05/01/2019,1.12139,1.12642,1.11873,1.11947,-0.00196,67049
04/30/2019,1.1185,1.12284,1.11755,1.12143,0.00294,73278
04/29/2019,1.11499,1.11866,1.1142,1.11849,0.00412,51917
04/26/2019,1.11277,1.11727,1.11121,1.11437,0.00127,81321
04/25/2019,1.1154,1.11621,1.11178,1.1131,-0.00216,74185
04/24/2019,1.12257,1.12277,1.11406,1.11526,-0.00746,86840
04/23/2019,1.12573,1.12607,1.11924,1.12272,-0.0029,64161
04/22/2019,1.12399,1.12617,1.12358,1.12562,0.00145,31103
04/19/2019,1.12315,1.12486,1.12271,1.12417,0.00127,31661
04/18/2019,1.12922,1.13037,1.1226,1.1229,-0.00641,84191
04/17/2019,1.1279,1.13233,1.12784,1.12931,0.00128,70182
04/16/2019,1.1304,1.13135,1.12798,1.12803,-0.00226,78284
04/15/2019,1.12996,1.13206,1.12976,1.13029,0.00042,55898
04/12/2019,1.12512,1.13235,1.12512,1.12987,0.00473,71253
04/11/2019,1.1273,1.12871,1.12497,1.12514,-0.00216,65216
04/10/2019,1.1262,1.12843,1.12293,1.1273,0.00114,81351
04/09/2019,1.126,1.12836,1.12548,1.12616,0.00011,68933
04/08/2019,1.12139,1.1274,1.1211,1.12605,0.00457,55372
04/05/2019,1.122,1.12419,1.121,1.12148,-0.00056,71435
04/04/2019,1.1233,1.12473,1.12061,1.12204,-0.00114,68058
04/03/2019,1.12039,1.12545,1.11999,1.12318,0.00274,73346
04/02/2019,1.12125,1.12135,1.11835,1.12044,-0.00085,74217
04/01/2019,1.1228,1.12493,1.12036,1.12129,-0.00039,72380
03/29/2019,1.122,1.12463,1.12095,1.12168,-0.00051,98588
03/28/2019,1.1244,1.12609,1.12135,1.12219,-0.00213,102410
